ID, Dup Num, CVE, Date Opened, Status, Severity, Dup Dates
433862,0,,Nov 17 2014 16:07:48,WontFix,High
433860,0,,Nov 17 2014 16:04:15,Fixed,High
115807,0,2012-3665,Feb 26 2012 07:12:44,Fixed,High
513918,0,,Jul 24 2015 23:11:22,WontFix,High
66760,0,,Dec 14 2010 00:09:30,Fixed,High
91517,1,2011-2828,Aug 03 2011 15:13:38,Fixed,High,Aug 03 2011 19:38:55,0
451685,0,,Jan 24 2015 07:47:11,Fixed,High
366947,0,,Apr 25 2014 00:29:28,Fixed,High
100177,0,,Oct 13 2011 16:11:07,Fixed,High
304226,0,,Oct 04 2013 17:52:46,Fixed,High
51070,0,,Aug 03 2010 16:43:57,Fixed,Critical
107873,0,,Dec 16 2011 17:20:17,Fixed,High
463920,0,,Mar 04 2015 16:25:45,Fixed,High
424331,0,,Oct 16 2014 20:33:49,Fixed,High
117409,0,2011-3103,Mar 08 2012 18:09:00,Fixed,High
304791,0,,Oct 07 2013 09:15:29,Fixed,High
161458,0,,Nov 16 2012 11:34:28,Fixed,High
648539,1,,,,,Aug 23 2016 16:51:35
459043,1,,Feb 16 2015 18:48:36,Fixed,High,Feb 15 2015 23:45:03,-1
117400,0,,Mar 08 2012 17:00:09,Fixed,High
429166,0,,Oct 31 2014 13:52:31,Fixed,High
602185,0,,Apr 11 2016 07:52:40,Fixed,High
159098,0,,Nov 02 2012 06:06:12,Fixed,High
397396,0,,Jul 25 2014 02:39:43,Fixed,High
642867,0,,Aug 31 2016 20:14:51,Verified,High
450642,0,,Jan 21 2015 16:52:59,Fixed,High
404529,0,,Aug 18 2014 05:03:24,Verified,High
101624,0,2011-3896,Oct 26 2011 01:31:21,Fixed,High
97148,0,2011-3884,Sep 19 2011 22:13:42,Fixed,High
46126,0,,Jun 09 2010 02:36:56,Fixed,High
280170,0,,Aug 27 2013 15:59:52,Verified,High
599117,0,,Mar 30 2016 13:39:15,Verified,High
150545,0,2013-0836,Sep 18 2012 13:03:14,Fixed,High
472614,0,2015-1276,Apr 01 2015 14:39:49,Fixed,High
140083,0,,Aug 01 2012 19:50:12,Fixed,High
140085,0,,Aug 01 2012 20:18:14,Fixed,High
135595,0,2012-3701,Jul 03 2012 11:30:59,Fixed,High
124617,1,,Apr 23 2012 11:44:16,Fixed,High,Apr 30 2012 15:05:08,7
657281,0,,Oct 19 2016 06:58:24,Verified,High
474590,1,,,,,Apr 13 2015 18:55:26
224920,0,,Mar 29 2013 15:43:03,Fixed,High
100958,2,,Oct 19 2011 23:53:34,Fixed,High,Oct 15 2011 15:25:06,Nov 15 2011 16:53:31,-4,27
423212,1,,,,,Oct 14 2014 15:08:44
236556,0,,Apr 29 2013 20:17:28,Fixed,High
393981,0,,Jul 15 2014 16:05:30,Fixed,High
124924,0,,Apr 24 2012 23:18:15,Fixed,High
105012,0,,Nov 21 2011 19:36:56,Fixed,High
589186,0,,Feb 23 2016 19:51:18,Fixed,Critical
124923,0,,Apr 24 2012 23:16:04,Fixed,High
442710,0,2014-7931,Dec 16 2014 13:11:22,Fixed,High
81348,0,2011-2334,May 03 2011 06:24:28,Fixed,High
46018,0,,Jun 07 2010 20:19:49,Fixed,Critical
119525,0,2011-3075,Mar 22 2012 18:34:15,Fixed,High
309201,0,,Oct 18 2013 22:38:51,Fixed,High
104011,0,,Nov 12 2011 13:11:45,Fixed,High
454231,0,2015-1223,Feb 01 2015 20:32:20,Fixed,High
389216,0,,Jun 26 2014 18:10:36,Fixed,High
99211,0,2011-3889,Oct 05 2011 18:19:31,Fixed,High
451066,0,,Jan 22 2015 16:45:41,WontFix,High
167187,1,,,,,Mar 22 2013 22:44:21
329238,0,,Dec 17 2013 16:42:33,Fixed,High
623185,0,,Jun 24 2016 20:57:08,Verified,High
48284,0,2010-1793,Jul 04 2010 08:11:12,Fixed,High
604901,0,2016-1676,Apr 19 2016 21:37:47,Fixed,High
523453,0,,Aug 21 2015 18:58:21,Fixed,High
610600,0,2016-1706,May 10 2016 06:37:36,Fixed,High
97807,0,,Sep 23 2011 20:13:52,WontFix,High
297604,0,,Sep 24 2013 14:46:00,Fixed,High
309421,0,,Oct 20 2013 00:39:19,WontFix,High
413375,0,2014-7901,Sep 11 2014 20:07:06,Fixed,High
467348,0,,Mar 14 2015 21:32:49,Fixed,High
350509,0,,Mar 07 2014 21:14:42,Fixed,High
60013,0,,Oct 20 2010 22:15:47,Fixed,High
345526,1,,Feb 21 2014 02:55:10,Fixed,High,Feb 22 2014 17:02:55,1
414118,0,,Sep 14 2014 20:48:50,Verified,Critical
668552,0,2017-5008,Nov 24 2016 23:00:33,Fixed,High
668553,0,,Nov 24 2016 23:00:45,Fixed,High
